store_id,zone,state,city,pincode,p1DC,status,format
3881,South 1,Andhra Pradesh,Chilakalurupet,522616,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
9152,South 1,Karnataka,Bhadravati,577301,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TXSN,South 1,Karnataka,Bangalore,560077,R396,OPERATIONAL,Digital
TVL4,East,West Bengal,Habra,743263,SLKO,OPERATIONAL,Digital
T1KQ,South 1,Karnataka,Bangalore,560062,R396,OPERATIONAL,Digital
7806,North 2,Uttar Pradesh,Meerut,250110,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TDJ8,South 2,Andhra Pradesh,Vijayawada,521108,S0UG,OPERATIONAL,Digital
3788,South 2,Tamil Nadu,Virudhunagar,626001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
7484,North 1,Haryana,Panipat,132103,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6976,West 1,Goa,Marmagao,403802,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TKT6,EAST,Odisha,Barbil,758035,R201,OPERATIONAL,DIGITAL EXPRESS MINI
7853,South 2,Telangana,Hyderabad,500089,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6628,North 2,Uttar Pradesh,Mathura,281001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7462,EAST,Jharkhand,Jamshedpur,831005,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7929,North 2,Uttar Pradesh,Allahabad,211016,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6815,West 2,Gujarat,Gandhinagar,382021,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
T1KP,Central,Gujarat,Ahmedabad,380063,SLTY,OPERATIONAL,Digital
TNE6,North 1,Delhi NCR,Delhi,110007,SJ93,OPERATIONAL,Digital
TKD2,North 1,Haryana,Kurukshetra,136118,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TVK9,South 1,Karnataka,Kushalnagar,571234,R396,OPERATIONAL,Digital
9612,Central,Gujarat,Surat,394210,SLTY,OPERATIONAL,Digital
7810,South 2,Telangana,Hyderabad,500072,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TZZT,Central,Chhattisgarh,Durg,491001,S573,OPERATIONAL,Digital
9168,East,Assam,Tinsukia,786125,S597,OPERATIONAL,DIGITAL EXPRESS MINI
6366,North 1,Punjab,Patiala,147001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TCC1,East,Odisha,Jajpur,755019,R201,OPERATIONAL,Digital
6165,East,West Bengal,Raiganj,733134,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6997,West 1,Maharashtra,Baramati,413102,V014,OPERATIONAL,DIGITAL EXPRESS MINI
T13N,South 3,Kerala,Perithalamana,679322,SD78,OPERATIONAL,Digital
TY70,North 2,Uttar Pradesh,Meerut,250001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
T84W,West 2,Gujarat,Surat,395009,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7860,North 2,Jharkhand,Dhanbad,826001,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6832,South 1,Telangana,Karimnagar,505001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7659,West 1,Maharashtra,Mumbai,400080,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6861,South 1,Andhra Pradesh,Tirupati,517501,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
7577,South 2,Telangana,Hyderabad,500072,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TJ3Y,East,West Bengal,Kolkata,,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3863,West 2,Rajasthan,Sikar,332001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
T761,North 1,Punjab,Ludhiana,141001,S0CV,OPERATIONAL,Digital
TWXI,West,Maharashtra,Mumbai,401208,R696,OPERATIONAL,Digital
TPN6,West,Maharashtra,Mumbai,421308,R696,OPERATIONAL,Digital
3875,North 1,Jammu & Kashmir,Jammu,180004,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
6475,North 2,Uttar Pradesh,Agra,282004,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6850,West 1,Maharashtra,Mumbai,400028,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7593,West 1,Maharashtra,Pune,411037,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TJV8,North 1,Uttar Pradesh,Ghaziabad,201011,SJ93,OPERATIONAL,Digital
6790,West 2,Gujarat,Vadodara,390021,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3760,West 1,Maharashtra,Akluj,413101,V014,OPERATIONAL,DIGITAL EXPRESS MINI
T32O,South 3,Tamil Nadu,Anuparpalayam,641652,S0TC,OPERATIONAL,Digital
3647,West 2,Madhya Pradesh,Neemuch,458441,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
8755,South 3,Tamil Nadu,Chennai,600011,SJ99,OPERATIONAL,Digital
6427,South 1,Andhra Pradesh,Vizayanagaram,535001,R804,OPERATIONAL,DIGITAL EXPRESS MINI
8967,South 1,Karnataka,Gulbarga,585102,SE40,OPERATIONAL,Digital
TFF9,South 2,Tamil Nadu,Coimbatore,641044,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3623,North 2,Uttar Pradesh,Shahabad,241124,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
9141,East,Odisha,Brajarajnagar,768216,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6334,West 1,Chhattisgarh,Raipur,492007,S573,OPERATIONAL,DIGITAL EXPRESS MINI
8897,South 1,Karnataka,Mangalore,575003,R396,OPERATIONAL,Digital
9475,East,Odisha,Khurda,752005,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6367,South 2,Kerala,Trivandrum,695002,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6607,West 1,Maharashtra,Vasai,401202,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7638,North 1,Delhi NCR,Delhi,110044,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TCW7,West 1,Maharashtra,Mumbai,421201,R696,OPERATIONAL,DIGITAL EXPRESS MINI
8729,South 1,Karnataka,Tumkur,572101,R396,OPERATIONAL,Digital
7973,East,West Bengal,Kolkata,711101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3686,South 3,Tamil Nadu,Puducherry,605001,SJ99,OPERATIONAL,Digital
T765,South 3,Tamil Nadu,Chennai,600063,SJ99,OPERATIONAL,Digital
3561,West 1,Maharashtra,Mumbai,400018,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6674,South 1,Karnataka,Bidar,585401,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TJ4U,North 2,Bihar,Patna,,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8669,Central,Gujarat,Jamnagar,361006,SLTY,OPERATIONAL,Digital
6125,South 2,Tamil Nadu,Dharmapuri,636701,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
8982,North 2,Uttar Pradesh,Allahabad,211002,SC28,OPERATIONAL,Digital
3848,East,West Bengal,Jhargram,721507,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TX92,North 2,Bihar,Khagaria,851204,R394,OPERATIONAL,DIGITAL EXPRESS MINI
7705,South 2,Tamil Nadu,Coimbatore,641004,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TU16,South 2,Telangana,Hyderabad,500008,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6198,West 2,Rajasthan,Sawai Madhopur,322001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6311,South 2,Telangana,Hyderabad,500038,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3651,East,Jharkhand,Dumka,814101,R278,OPERATIONAL,DIGITAL EXPRESS MINI
TG9V,South 2,Telangana,Miryalaguda,,SE40,OPERATIONAL,Digital
9658,West,Maharashtra,Mumbai,401203,R696,OPERATIONAL,Digital
8839,South 2,Andhra Pradesh,Vijayawada,520010,S0UG,OPERATIONAL,Digital
8738,South 1,Karnataka,Mysore,570012,R396,OPERATIONAL,Digital
7446,West 1,Maharashtra,Mumbai,401107,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TIP7,West 1,Maharashtra,Pune,411015,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7770,South 2,Tamil Nadu,Coimbatore,641012,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
T9HC,North 2,Uttar Pradesh,Bulandshahar,203001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TK91,East,West Bengal,Kolkata,712202,SLKO,OPERATIONAL,Digital
6963,West 1,Maharashtra,Palghar,410404,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TO57,North 2,Bihar,Patna,800001,R394,OPERATIONAL,Digital
9186,South 1,Karnataka,Bidar,585401,SE40,OPERATIONAL,Digital
7922,West 2,Rajasthan,Bikaner,334001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
9180,South 2,Kerala,Changanassery,686104,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8954,East,West Bengal,Kolkata,700052,SLKO,OPERATIONAL,Digital
8961,South 2,Telangana,Hyderabad,500076,SE40,OPERATIONAL,Digital
8645,Central,Gujarat,Vadodara,390001,SLTY,OPERATIONAL,Digital
9143,West,Maharashtra,Mumbai,410206,R696,OPERATIONAL,Digital
6138,North 2,Uttar Pradesh,Hasanpur,244241,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TW2F,East,Assam,Guwahati,781014,S597,OPERATIONAL,Digital
T9CS,North 1,Himachal Pradesh,Una,174303,S0CV,OPERATIONAL,Digital
7766,West 1,Maharashtra,Sangli,416101,V014,OPERATIONAL,DIGITAL EXPRESS MINI
3616,South 2,Tamil Nadu,Paramakudi,623707,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
7486,West 1,Maharashtra,Nagpur,440010,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7901,West 1,Maharashtra,Pune,412207,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7943,West 2,Rajasthan,Jodhpur,342001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
3736,East,West Bengal,Koch Bihar,736101,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6771,South 1,Andhra Pradesh,Vizayanagaram,535002,R804,OPERATIONAL,DIGITAL EXPRESS MINI
7540,South 2,Tamil Nadu,Chennai,603210,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6803,West 1,Maharashtra,Mumbai,400602,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TW47,South 3,Tamil Nadu,Chennai,600116,SJ99,OPERATIONAL,Digital
TLL2,Central,Madhya Pradesh,Jabalpur,482002,SACU,OPERATIONAL,Digital
TXFZ,South 1,Karnataka,Devanhalli,562110,R396,OPERATIONAL,Digital
7457,South 2,Tamil Nadu,Salem,636001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TVM6,West,Maharashtra,Satara,415001,V014,OPERATIONAL,Digital
6548,West 1,Maharashtra,Pune,411028,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7614,West 1,Maharashtra,Mumbai,400067,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7650,West 2,Rajasthan,Jaipur,302003,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6581,West 2,Madhya Pradesh,Mandla,481661,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6501,West 2,Gujarat,Ahmedabad,380060,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
9177,EAST,North East,Agartala,799001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
6744,North 1,Delhi NCR,Gurgaon,122002,SJ93,OPERATIONAL,Digital
T1DR,North 2,Bihar,Patna,800001,R394,OPERATIONAL,Digital
T2GG,West 1,Maharashtra,Mumbai,,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3755,West 1,Maharashtra,Karanja,444105,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6145,East,Jharkhand,Hazaribag,825301,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6807,West 2,Gujarat,Nadiad,387001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
8916,West,Maharashtra,Nashik,422002,R696,OPERATIONAL,Digital
6309,South 2,Tamil Nadu,Chennai,600032,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6403,East,Odisha,Berhampur,760001,R201,OPERATIONAL,DIGITAL EXPRESS MINI
3742,North 2,Bihar,Siwan,841226,R394,OPERATIONAL,DIGITAL EXPRESS MINI
6491,North 2,Uttarakhand,Haridwar,249401,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
6693,North 1,Delhi NCR,Delhi,110005,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6478,North 1,Punjab,Ludhiana,141008,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
8726,Central,Chhattisgarh,Durg-Bhilainagar,490020,S573,OPERATIONAL,Digital
3868,South 1,Karnataka,Belgaum,590006,R396,OPERATIONAL,Digital
T0Y2,West,Bihar,Aurangabad,,R394,OPERATIONAL,Digital
TCS8,East,West Bengal,Kolkata,700010,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TP19,Central,Gujarat,Anand,388001,SLTY,OPERATIONAL,Digital
8759,West 1,Maharashtra,Mumbai,400603,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7722,South 1,Andhra Pradesh,Vijaywada,520010,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6904,South 1,Telangana,Adilabad,504001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TR21,East,West Bengal,Haldia,721657,SLKO,OPERATIONAL,Digital
8957,East,West Bengal,Kolkata,700055,SLKO,OPERATIONAL,Digital
6514,West 1,Maharashtra,Akola,444005,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
3711,North 2,Uttar Pradesh,Konch,285001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
T1KS,East,West Bengal,Malda,732142,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6932,West 2,Gujarat,Kalol,382721,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TSE5,North 2,Uttarakhand,Haridwar,249407,SLOR,OPERATIONAL,Digital
6408,West 2,Rajasthan,Bikaner,334003,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6844,North 1,Haryana,Bahadurgarh,124507,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6168,West 1,Chhattisgarh,Jagdalpur,494001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
6021,West 2,Madhya Pradesh,Vidisha,464001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3737,South 2,Kerala,Guruvayoor,680101,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
9163,South 1,Karnataka,Shimoga,577201,R396,OPERATIONAL,Digital
7752,East,West Bengal,Kolkata,712136,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7702,North 1,Delhi NCR,Delhi,110065,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TTZ7,East,West Bengal,Kolkata,700054,SLKO,OPERATIONAL,Digital
7822,North 2,Bihar,Patna,800014,R394,OPERATIONAL,DIGITAL EXPRESS MINI
7777,North 2,Uttar Pradesh,Kanpur,208002,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3575,West 1,Maharashtra,Mumbai,400070,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TEG8,South 2,Andhra Pradesh,Tadepallygudem,534101,S0UG,OPERATIONAL,Digital
7965,East,West Bengal,Kolkata,743127,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6642,South 2,Kerala,Alappuzha,688001,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3642,East,West Bengal,Alipurduar,736121,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6388,West 1,Maharashtra,Pune,411018,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TL06,South 1,Karnataka,Bangalore,560060,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7949,North 2,Bihar,Gaya,823001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TSF7,Central,Gujarat,Ahmedabad,382418,SLTY,OPERATIONAL,Digital
T38V,North 1,Delhi NCR,Delhi Ncr,110017,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6692,EAST,Jharkhand,Jamshedpur,831013,R278,OPERATIONAL,DIGITAL EXPRESS MINI
3807,West 2,Rajasthan,Jhunjhunun,333001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
7466,West 2,Madhya Pradesh,Bhopal,462001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TJH5,West 1,Maharashtra,Satara,415002,V014,OPERATIONAL,DIGITAL EXPRESS MINI
T1PF,South 1,Andhra Pradesh,Nuzvid,521201,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
T57T,South 2,Kerala,Kottayam,686002,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
7437,EAST,Assam,Guwahati,781024,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7675,North 2,Uttar Pradesh,Kanpur,208012,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
8977,South 3,Tamil Nadu,Chennai,600041,SJ99,OPERATIONAL,Digital
6400,North 2,Jharkhand,Bokaro Steel City,827001,R278,OPERATIONAL,Digital
6344,North 1,Punjab,Ludhiana,141003,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
9514,East,West Bengal,Asansol,713304,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
T3BZ,South 2,Andhra Pradesh,Guntur,,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6964,West 1,Maharashtra,Pune,411039,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7782,West 1,Chhattisgarh,Raipur,492013,S573,OPERATIONAL,DIGITAL EXPRESS MINI
7887,East,Odisha,Cuttack,753004,R201,OPERATIONAL,DIGITAL EXPRESS MINI
TKR1,East,West Bengal,Kolkata,700074,SLKO,OPERATIONAL,Digital
3699,South 2,Kerala,Calicut,673011,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6688,North 2,Bihar,Patna,800002,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TEH1,North 2,Uttar Pradesh,Raebareli,229001,SC28,OPERATIONAL,Digital
6558,EAST,West Bengal,Kharagpur,721300,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6697,South 2,Tamil Nadu,Tiruchirappalli,620017,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6992,West 1,Maharashtra,Shri Rampur,413709,V014,OPERATIONAL,DIGITAL EXPRESS MINI
T1JN,South 3,Tamil Nadu,Tirupathur,635601,SJ99,OPERATIONAL,Digital
7474,West 1,Maharashtra,Mumbai,400012,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7498,West 1,Chhattisgarh,Bilaspur,495001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
6471,West 1,Maharashtra,Latur,413512,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TW48,North 2,Uttar Pradesh,Lucknow,226004,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7470,West 1,Maharashtra,Aurangabad,431001,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TLW7,South 2,Andhra Pradesh,Tirupati,517502,SJ99,OPERATIONAL,Digital
6520,South 1,Karnataka,Tumkur,572102,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6881,West 1,Maharashtra,Mumbai,400068,R696,OPERATIONAL,DIGITAL EXPRESS MINI
8767,Central,Gujarat,Bhavnagar,364001,SLTY,OPERATIONAL,Digital
6526,South 2,Tamil Nadu,Hosur,635109,R396,OPERATIONAL,DIGITAL EXPRESS MINI
T0EA,South 2,Telangana,Tiruvannamalai,,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
3771,South 2,Tamil Nadu,Ranipet,632402,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6676,South 1,Karnataka,Hassan,573201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
8742,South 2,Telangana,Hyderabad,500070,SE40,OPERATIONAL,Digital
9140,North 2,Uttarakhand,Mussoorie,248179,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
T2MD,North 2,Uttar Pradesh,Mau,,SC28,OPERATIONAL,Digital
7647,West 2,Rajasthan,Jaipur,302016,R810,OPERATIONAL,DIGITAL EXPRESS MINI
8886,South 1,Karnataka,Bangalore,560076,R396,OPERATIONAL,Digital
6956,West 1,Maharashtra,Pune,411061,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7830,West 1,Maharashtra,Aurangabad,431003,V014,OPERATIONAL,DIGITAL EXPRESS MINI
3704,South 2,Tamil Nadu,Ambur,635802,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
3599,West 2,Rajasthan,Dhaulpur,328001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6780,West 2,Gujarat,Ahmedabad,380027,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3519,West 2,Gujarat,Gandhinagar,382009,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TW3W,North 2,Uttar Pradesh,Saharanpur,247001,SLOR,OPERATIONAL,Digital
TKE0,South 1,Karnataka,Bangalore,560077,R396,OPERATIONAL,DIGITAL EXPRESS MINI
T9RH,North 1,Haryana,Jind,126102,SJ93,OPERATIONAL,Digital
3554,South 2,Tamil Nadu,Kodaikanal,624101,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3810,East,Assam,Golaghat,785621,S597,OPERATIONAL,DIGITAL EXPRESS MINI
3874,North 1,Jammu & Kashmir,Udhampur,182101,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
9600,East,North East,Thoubal,795138,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TR66,West,Maharashtra,Mumbai,400080,R696,OPERATIONAL,Digital
6747,West 1,Maharashtra,Mumbai,400705,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7571,South 2,Tamil Nadu,Chennai,600053,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
7803,East,West Bengal,Kolkata,700075,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7015,North 2,Uttar Pradesh,Kanpur,208016,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6337,East,West Bengal,Kolkata,700033,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TC81,North 2,Jharkhand,Jamshedpur,831001,R278,OPERATIONAL,Digital
6252,West 1,Chhattisgarh,Durg-Bhilainagar,491001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
7453,North 2,Uttar Pradesh,Aligarh,202001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3774,South 1,Andhra Pradesh,Narasapuram,534275,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
7515,South 1,Karnataka,Bangalore,560062,R396,OPERATIONAL,DIGITAL EXPRESS MINI
8694,North 1,Haryana,Rewari,123401,SJ93,OPERATIONAL,Digital
8988,East,West Bengal,Kolkata,700063,SLKO,OPERATIONAL,Digital
3573,East,West Bengal,Kolkata,700004,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TVL7,North 2,Uttar Pradesh,Mathura,281001,SJ93,OPERATIONAL,Digital
TI8W,West 1,Maharashtra,Mumbai,,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6276,South 2,Tamil Nadu,Madurai,625001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6699,South 1,Karnataka,Shimoga,577201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TNO7,EAST,West Bengal,Taltala,700014,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3739,North 2,Uttar Pradesh,Baraut,250004,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TR64,North 2,Bihar,Patna,800013,R394,OPERATIONAL,Digital
6912,West 2,Gujarat,Vapi,396191,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7652,East,West Bengal,Kolkata,700117,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7851,West 2,Gujarat,Ahmedabad,382330,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TCW8,East,West Bengal,Hooghly,712503,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7598,West 1,Maharashtra,Pune,411030,V014,OPERATIONAL,DIGITAL EXPRESS MINI
6949,North 1,Punjab,Gidderbaha,152101,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TM20,South 1,Karnataka,Bangalore,560072,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TSF4,North 1,Delhi NCR,Gurgaon,122001,SJ93,OPERATIONAL,Digital
8463,North 1,Delhi NCR,Delhi,110096,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TCJ5,South 3,Tamil Nadu,Pollachi,642001,S0TC,OPERATIONAL,Digital
7995,West 2,Madhya Pradesh,Indore,452001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6650,South 1,Telangana,Kamareddy,503111,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7980,West 1,Maharashtra,Amravati,444601,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6320,East,Jharkhand,Jamshedpur,831011,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6825,West 2,Gujarat,Palanpur,385001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7626,West 1,Maharashtra,Pune,411029,V014,OPERATIONAL,DIGITAL EXPRESS MINI
6563,South 2,Tamil Nadu,Coimbatore,641045,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TUC5,South 2,Telangana,Hyderabad,500035,SE40,OPERATIONAL,Digital
3619,South 2,Tamil Nadu,Ramanathpuram,623526,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
T9MG,South 1,Andhra Pradesh,Hindupuram,515201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TJI1,East,Odisha,Cuttack,753014,R201,OPERATIONAL,Digital
TEB3,West 1,Maharashtra,Mumbai,421605,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3709,West 2,Gujarat,Deesa,385535,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6920,South 1,Andhra Pradesh,Rayadurg,515865,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6917,South 2,Telangana,Karimnagar,505001,SE40,OPERATIONAL,Digital
TB86,West,Maharashtra,Nagpur,440003,SACU,OPERATIONAL,Digital
7656,South 2,Telangana,Hyderabad,500039,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6787,South 1,Karnataka,Devangere,577004,R396,OPERATIONAL,DIGITAL EXPRESS MINI
3768,West 1,Maharashtra,Gondia,441601,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
8740,West,Maharashtra,Mumbai,401303,R696,OPERATIONAL,Digital
8950,North 2,Uttar Pradesh,Lucknow,226001,SC28,OPERATIONAL,Digital
6466,South 2,Tamil Nadu,Salem,636006,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3640,North 2,Uttar Pradesh,Mughal Sarai,232101,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6759,North 2,Uttar Pradesh,Varanasi,221001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6791,South 2,Tamil Nadu,Chennai,600033,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6894,North 2,Bihar,Nawada,805110,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8471,West 1,Maharashtra,Mumbai,400056,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7595,South 1,Karnataka,Bangalore,560009,R396,OPERATIONAL,DIGITAL EXPRESS MINI
8956,East,West Bengal,Kolkata,711102,SLKO,OPERATIONAL,Digital
